MM/DD,Day Of Year,measurement:,Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh/m^2),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Daily Total Energy (kWh),Average daily value,Average daily value,Average daily value,Average daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value,Minimum daily value
05//26,146,-,1.782,8.717,6.6329,7.484500000000001,1.847,8.964,6.745333333333334,7.728,0.057,7.7860000000000005,4.4452,5.261,0.295,11.836,6.4453,7.253,0.931,3.951,2.18765,2.105,-6.271,37.791000000000004,23.0399,28.678,0.0,112.339,74.18565,77.7385,0.16895833333333332,0.9407638888888887,0.5353208333333334,0.503732638888889,2.54,15.36,8.206111111111111,8.425,2.54,33.33,15.318,11.885
05//27,147,-,3.4170000000000003,8.681000000000001,6.67725,7.0045,3.266,8.871,6.799444444444445,7.1594999999999995,0.057,7.768,4.32115,4.6645,0.091,11.797,6.22655,6.202999999999999,0.903,3.9570000000000003,2.35595,2.3685,-6.272,35.227000000000004,22.365000000000002,29.0315,0.0,105.372,74.02015,73.9865,0.1784027777777778,1.339548611111111,0.6101371781842818,0.56953125,3.56,13.73,8.685555555555556,8.405000000000001,3.56,32.06,15.9715,13.18
05//28,148,-,2.398,8.767,6.8340000000000005,7.5555,2.328,9.097,6.891166666666667,7.6645,0.065,7.687,4.56215,5.3675,0.105,11.699,6.545850000000001,7.2545,0.912,3.88,2.27195,2.324,-6.2780000000000005,37.649,22.3222,30.902,0.0,109.259,75.12605,83.527,0.13631944444444444,0.9596874999999999,0.5673934027777778,0.5643402777777777,3.36,13.07,8.504444444444445,9.15,3.36,32.11,15.895,13.32
05//29,149,-,2.316,8.886000000000001,7.11875,7.7995,2.33,9.201,7.141666666666667,7.702,0.0,7.878,5.1682,6.0885,0.002,12.125,7.54015,8.7105,0.861,3.209,1.9506000000000001,1.728,-6.223,38.423,23.5746,29.172,0.0,113.83800000000001,79.62215,85.894,0.17375,1.1228611111111113,0.6074576388888889,0.5675694444444446,1.99,14.17,8.45888888888889,8.49,1.99,34.22,16.5835,14.08
05//30,150,-,3.391,8.756,7.1765,7.8919999999999995,3.309,8.847,7.290055555555556,8.0095,0.007,7.493,4.7459,5.4115,0.009000000000000001,11.182,6.79195,7.59,1.219,4.401,2.4307,2.309,-6.226,37.68,25.1432,31.076,0.0,110.534,81.41905,89.904,0.26468749999999996,1.260340277777778,0.5829173611111111,0.5486631944444444,4.23,15.4,9.669444444444444,9.605,4.23,32.67,17.441,16.505000000000003
05//31,151,-,1.409,8.833,6.6803,7.4670000000000005,3.5300000000000002,9.106,7.024944444444444,7.7965,0.084,7.931,4.4328,5.3355,0.243,12.079,6.45145,7.214,0.862,4.097,2.2475,2.0380000000000003,-6.221,38.969,24.49875,29.6155,0.0,115.41,75.86675,83.61449999999999,0.30281250000000004,0.8534027777777777,0.5649333333333333,0.6004687500000001,3.74,13.71,9.383888888888889,9.59,3.74,37.11,17.36475,13.525
06//01,152,-,2.947,8.763,7.0374,7.929500000000001,2.801,8.998,7.149,8.093499999999999,0.061,7.875,4.7798,5.830500000000001,0.1,12.012,6.85145,8.076,0.808,4.567,2.2578,1.9649999999999999,-6.216,38.558,26.8371,31.8675,0.0,114.164,78.9377,84.6325,0.08850694444444446,0.8717361111111112,0.5666392361111111,0.5117569444444445,5.44,14.31,10.146666666666667,10.07,5.44,32.61,17.393250000000002,14.3
06//02,153,-,1.984,8.864,7.123200000000001,7.843,2.1,8.865,7.111722222222222,7.865500000000001,0.049,7.711,5.1014,5.8495,0.171,11.665000000000001,7.29775,7.833500000000001,1.037,3.644,2.02175,1.87,-6.223,38.338,26.12685,31.0805,0.0,113.583,79.55205000000001,86.92150000000001,0.3133680555555556,1.004201388888889,0.6061868055555556,0.5878993055555555,4.03,13.34,9.956666666666667,9.545,4.03,31.560000000000002,17.56075,15.19
06//03,154,-,2.971,8.912,7.62465,8.0875,3.0420000000000003,8.921,7.613666666666667,8.0295,0.149,7.793,5.5491,5.9695,0.196,11.849,8.07675,8.707,0.925,3.806,2.07565,2.2395,-6.247,39.588,27.41985,31.762,0.0,113.022,85.72265,95.60849999999999,0.29881944444444447,1.0422916666666668,0.6359190972222223,0.6058333333333334,2.21,14.14,9.203888888888889,9.145,2.21,31.89,17.50575,15.975
06//04,155,-,3.891,9.114,7.20555,8.199,4.057,9.097,7.134111111111111,8.1805,0.052000000000000005,8.24,5.1885,6.538500000000001,0.067,12.544,7.62825,9.411000000000001,0.873,3.839,2.01695,1.646,-6.2330000000000005,37.909,26.3287,32.8935,0.0,115.316,79.34495,82.253,0.2748263888888889,1.1475694444444444,0.6346871527777778,0.6374479166666667,2.2800000000000002,12.88,9.556111111111111,9.95,2.2800000000000002,34.56,17.643250000000002,16.02
06//05,156,-,3.152,9.039,6.886,8.086500000000001,3.277,9.009,6.762722222222222,7.829000000000001,0.025,8.097,4.72695,5.906499999999999,0.068,12.278,6.8808,8.3575,0.917,3.781,2.1592000000000002,2.1925,9.063,37.607,26.31495,30.932000000000002,0.0,112.461,75.33070000000001,77.9125,0.23704861111111108,1.2277430555555555,0.6420961805555555,0.6594791666666666,6.5200000000000005,14.76,9.179444444444444,8.95,6.5200000000000005,38.22,17.41125,15.32
06//06,157,-,3.548,8.952,7.16355,7.8115000000000006,3.843,8.915000000000001,7.4590555555555556,8.219,0.525,7.863,4.78695,5.1475,0.673,11.818,6.8371,7.1365,0.929,3.891,2.3766000000000003,2.4295,9.494,38.775,28.87575,32.420500000000004,0.0,115.179,80.0115,88.77850000000001,0.3118402777777778,1.1992708333333333,0.6828496527777778,0.7392534722222223,4.01,18.71,10.032222222222222,10.275,4.01,36.17,17.31375,14.31
06//07,158,-,4.429,8.921,7.80525,8.4175,4.374,9.451,8.001,8.471,0.535,7.594,5.76605,6.7965,0.81,11.408,8.33575,9.712,0.902,4.156,2.03905,1.647,14.271,39.305,32.10915,34.2405,0.0,116.843,88.0219,98.888,0.3730902777777778,1.1499236111111113,0.6937809027777778,0.6713020833333334,4.26,18.07,10.037222222222223,10.030000000000001,4.26,36.72,17.0675,15.6
06//08,159,-,3.786,8.777000000000001,7.31045,8.200500000000002,3.7920000000000003,9.043000000000001,7.5225,8.279,0.779,7.926,5.23785,6.1015,0.999,12.046,7.5625,8.7255,0.804,4.777,2.0726,2.1029999999999998,-5.963,38.058,27.71295,32.641,0.0,111.004,82.38855000000001,94.60300000000001,0.3801388888888889,1.393888888888889,0.6762048611111111,0.63909375,2.69,16.72,9.216111111111111,8.195,2.69,38.22,16.65575,15.165
06//09,160,-,4.078,8.924,7.3239,7.8870000000000005,4.089,9.023,7.299,7.858499999999999,0.23600000000000002,8.022,5.02585,5.564,0.593,12.171,7.22545,7.7940000000000005,0.84,3.989,2.29815,2.3905000000000003,-6.0,38.32,27.8231,30.994500000000002,0.0,112.093,82.92815,89.04050000000001,0.23097222222222222,1.1565277777777778,0.6793767361111112,0.5999305555555556,4.2700000000000005,18.5,9.245000000000001,8.51,4.2700000000000005,33.5,16.469,14.855
06//10,161,-,3.7030000000000003,9.044,7.33205,7.764,3.547,8.947000000000001,7.2811111111111115,7.6675,0.71,7.982,4.90165,4.561,0.855,11.954,7.15225,6.4775,0.9540000000000001,4.097,2.43055,2.452,-5.979,37.463,27.6656,30.1535,0.0,112.899,81.4616,86.032,0.3777083333333333,1.0191319444444444,0.6604604166666667,0.6279583333333333,4.04,14.02,8.94111111111111,8.3,4.04,33.61,16.40325,14.43
06//11,162,-,2.246,8.922,7.2193000000000005,8.379999999999999,2.148,9.429,7.177555555555555,8.2365,0.014,8.024000000000001,4.96945,6.795999999999999,0.021,12.196,7.123,9.940000000000001,0.899,4.553,2.2499000000000002,1.6095000000000002,-5.94,39.344,27.3134,33.15,0.0,116.285,81.64635,80.8485,0.2693055555555555,1.3650694444444447,0.6706416666666667,0.5977326388888891,3.04,12.870000000000001,8.962222222222223,9.47,3.04,36.33,16.4255,12.955000000000002
06//12,163,-,3.669,9.095,7.80435,8.5235,3.626,9.28,7.904277777777778,8.693000000000001,0.593,8.212,6.04365,7.2815,0.66,12.438,8.873050000000001,10.636500000000002,0.761,3.1390000000000002,1.76055,1.2675,-5.9430000000000005,40.886,30.069750000000003,34.7505,0.0,120.488,87.55435,94.0555,0.31277777777777777,1.1247569444444445,0.6663947916666667,0.6855381944444445,4.04,11.68,8.127777777777778,8.345,4.04,35.61,16.8875,15.72
06//13,164,-,2.075,9.09,7.71025,8.5305,3.089,9.194,8.036833333333334,8.6205,0.041,8.211,5.9426,7.0545,0.07,12.43,8.7658,10.41,0.8240000000000001,4.316,1.7677,1.4969999999999999,-6.219,40.077,27.698050000000002,35.078,0.0,118.932,85.33735,98.40450000000001,0.1903125,1.0665902777777778,0.6662385416666667,0.7325208333333334,4.07,13.08,8.999444444444444,9.14,4.07,33.44,17.21275,15.3
06//14,165,-,4.442,9.071,7.85475,8.647,4.324,9.241,7.930555555555555,8.559000000000001,0.494,8.204,5.79145,7.188000000000001,0.675,12.473,8.56995,9.975,0.8300000000000001,4.113,2.0633,1.3205,-6.1690000000000005,39.38,28.56905,34.2665,0.0,117.596,88.09255,94.9785,0.2233333333333333,1.1318333333333335,0.6883854166666667,0.6788541666666666,5.8100000000000005,13.69,9.561666666666667,9.425,5.8100000000000005,32.06,17.489250000000002,15.815000000000001
06//15,166,-,5.295,8.948,8.1464,8.6455,5.3180000000000005,9.458,8.193944444444444,8.595500000000001,0.964,8.021,6.2582,7.048,1.097,12.247,9.12225,10.422,0.842,4.33,1.88815,1.4645000000000001,-6.223,39.744,30.379,35.564499999999995,0.0,117.009,93.04865,106.929,0.265,1.0650694444444444,0.6647479166666667,0.6163194444444445,5.16,12.96,8.942777777777778,8.85,5.16,32.11,17.25725,15.275
06//16,167,-,2.626,8.863,7.5489500000000005,8.526499999999999,4.204,9.397,7.8205,8.4395,0.001,7.961,5.54365,6.843500000000001,0.004,12.112,8.19725,10.427,0.862,4.325,2.00515,1.6680000000000001,-6.218,38.263,27.012050000000002,34.098,0.0,114.125,85.31725,96.313,0.40822916666666664,1.482222222222222,0.7212965277777778,0.6170659722222223,4.98,12.17,8.461666666666666,8.915,4.98,31.39,16.688,14.3
06//17,168,-,2.403,9.03,7.719,8.515,2.295,9.224,7.854611111111112,8.604,0.007,7.995,5.91915,7.115500000000001,0.078,11.875,8.7267,10.371,0.764,4.024,1.79975,1.491,-6.011,38.980000000000004,27.951700000000002,33.9705,0.0,117.218,87.0905,97.5065,0.06798611111111112,2.2031944444444447,0.7363652777777778,0.6356770833333334,5.3500000000000005,14.39,9.194444444444445,8.985,5.3500000000000005,32.06,17.330750000000002,15.99
06//18,169,-,3.274,9.002,7.51375,8.620000000000001,3.281,9.175,7.441166666666667,8.6335,0.181,8.152000000000001,5.657150000000001,7.279,0.294,12.377,8.39545,10.739,0.729,4.261,1.8566500000000001,1.4515,9.832,38.488,29.37625,33.258,0.0,113.474,84.47985,91.8765,0.11527777777777774,1.8001041666666668,0.7031159722222223,0.6633506944444445,5.2700000000000005,13.61,9.58611111111111,9.625,5.2700000000000005,35.39,17.5695,14.885
06//19,170,-,5.007,8.979000000000001,8.0442,8.510000000000002,5.32,9.198,8.079444444444444,8.519,1.052,8.085,6.3064,7.458,1.555,12.335,9.1492,10.89,0.808,3.954,1.7377,1.2000000000000002,19.158,39.187,32.1013,33.2665,0.0,116.586,88.96835,95.59049999999999,0.37,1.0028472222222224,0.6652489583333333,0.6320416666666666,5.36,15.48,10.246666666666666,9.595,5.36,34.33,18.1855,16.060000000000002
06//20,171,-,2.7520000000000002,9.094,8.1466,8.5995,2.825,9.625,8.170388888888889,8.5135,0.0,8.26,6.5312,7.070500000000001,0.0,12.532,9.5089,10.4545,0.777,2.7520000000000002,1.61535,1.4609999999999999,6.783,38.17,32.4322,34.2255,0.0,114.346,89.9392,100.0075,0.41399305555555554,1.259125,0.6522347222222222,0.5851909722222223,5.38,14.39,9.758888888888889,9.55,5.38,32.5,18.363,15.08
06//21,172,-,5.736,9.058,8.4356,8.685500000000001,5.814,9.307,8.53261111111111,8.6985,3.219,8.185,6.92325,7.327,3.952,12.353,10.15615,10.861,0.808,3.431,1.51235,1.3235000000000001,20.493000000000002,38.532000000000004,32.94455,34.7025,0.0,114.34700000000001,92.921,104.482,0.314375,0.9792708333333332,0.6741923611111111,0.64565625,6.0,14.1,10.033333333333333,10.375,5.79,33.39,18.893250000000002,16.95
06//22,173,-,4.873,9.006,8.1755,8.5735,4.933,9.142,8.210722222222222,8.6075,1.6420000000000001,8.133000000000001,6.6077,7.3955,3.236,12.385,9.70635,11.037500000000001,0.784,3.387,1.56775,1.3145,15.842,38.02,31.596600000000002,33.876999999999995,0.0,113.244,89.4425,97.281,0.39548611111111115,0.9062083333333334,0.6493062500000001,0.6663888888888889,4.94,12.76,10.303333333333333,11.0,4.94,34.06,19.549,18.175
06//23,174,-,2.922,8.925,7.8288,8.494499999999999,3.016,8.939,7.797722222222222,8.558,0.09,8.145,6.0106,6.8100000000000005,0.14400000000000002,12.397,8.924,10.1355,0.751,4.603,1.81805,1.5750000000000002,7.898000000000001,36.758,29.8752,33.9675,0.0,111.729,85.0693,94.5955,0.34621527777777783,1.0280902777777778,0.6566510416666667,0.61840625,7.5,13.950000000000001,10.118333333333334,10.065,7.5,36.67,18.8155,15.435000000000002
06//24,175,-,3.242,8.938,7.9302,8.373000000000001,3.105,9.456,7.985166666666666,8.5015,0.03,8.007,6.2804,7.0905000000000005,0.043000000000000003,12.143,9.1948,10.268,0.797,3.36,1.64975,1.278,9.345,38.015,30.435950000000002,32.9065,0.0,112.98100000000001,86.80015,100.143,0.2591289198606272,1.0637847222222223,0.6386126959930314,0.5853645833333334,5.61,13.83,10.056111111111111,10.795000000000002,5.61,39.39,19.256,16.085
06//25,176,-,2.444,9.013,7.4111,8.3475,2.301,9.109,7.5088333333333335,8.5205,0.0,8.002,5.505,6.907500000000001,0.002,12.185,8.13705,10.119,0.903,4.472,1.9060000000000001,1.5035,5.125,37.33,27.8874,33.3265,0.0,111.526,80.3357,91.14850000000001,0.2587847222222222,1.3116319444444444,0.6227847222222223,0.589201388888889,6.0200000000000005,16.82,11.370555555555555,12.235,6.0200000000000005,39.22,19.75,18.009999999999998
06//26,177,-,1.907,8.918000000000001,7.347,8.38,1.83,9.175,7.372117647058824,8.434000000000001,0.032,8.13,5.514736842105263,6.68,0.14300000000000002,12.362,8.189052631578948,9.273,0.752,3.799,1.8321578947368422,1.695,3.0620000000000003,36.466,27.339578947368423,30.791,0.0,109.247,78.68005263157895,85.19200000000001,0.2811458333333333,1.3188541666666667,0.6066489695340502,0.5474131944444445,6.97,16.39,11.187222222222223,11.235,6.97,38.94,19.93375,17.21
06//27,178,-,4.906,8.802,7.9406,8.557500000000001,4.957,9.199,8.042444444444445,8.5315,2.056,7.995,6.1518500000000005,7.388,2.353,12.245000000000001,9.060500000000001,10.6325,0.776,3.392,1.78865,1.199,15.38,37.129,30.51995,32.798500000000004,0.0,109.242,85.91545,89.493,0.3652083333333333,1.3914930555555558,0.6688461805555556,0.6056076388888889,5.65,19.93,12.25,11.725000000000001,5.65,37.67,20.66025,19.97
06//28,179,-,3.777,9.004,7.72625,8.5845,3.952,9.172,7.739055555555556,8.612,0.891,8.163,6.0645,7.5375,1.231,12.353,9.0053,10.959,0.8,3.805,1.66175,1.079,-6.174,37.453,28.66655,33.914,0.0,111.433,82.92945,94.76750000000001,0.27656250000000004,1.0890069444444441,0.6161684027777778,0.5754166666666668,6.0200000000000005,21.07,12.730555555555556,12.510000000000002,6.0200000000000005,38.11,20.7865,20.189999999999998
06//29,180,-,4.859,8.929,7.8042,8.383,5.152,9.1,8.017611111111112,8.559000000000001,1.282,8.124,6.1436,7.1425,1.562,12.370000000000001,8.92555,10.160499999999999,0.788,3.577,1.66065,1.276,-6.206,36.659,28.9047,33.9045,0.0,109.386,85.38095,93.775,0.4040625,1.3636944444444445,0.7280652777777779,0.7278298611111111,9.07,18.98,13.063333333333334,13.05,8.76,36.5,20.90825,19.27
06//30,181,-,5.159,8.956,8.2071,8.6085,5.51,9.304,8.284055555555556,8.6155,2.023,8.199,6.828,7.6165,2.224,12.523,10.0656,11.509,0.758,3.136,1.37915,0.9925,-6.244,37.378,27.70655,33.53,0.0,112.812,89.4772,96.301,0.31861111111111107,1.071465277777778,0.6434975089527681,0.5873263888888889,6.93,16.87,12.078888888888889,11.905000000000001,6.93,36.61,21.11975,20.155
07//01,182,-,4.559,8.927,8.07075,8.499,4.79,9.161,8.23338888888889,8.4785,1.282,8.157,6.5667,7.2775,1.566,12.471,9.6755,10.708,0.729,3.2760000000000002,1.50365,1.2160000000000002,-6.23,37.618,27.49755,32.8635,0.0,113.129,88.47195,95.67500000000001,0.2964583333333334,1.0081944444444444,0.6571590277777778,0.6481944444444445,7.18,17.490000000000002,12.457777777777778,12.74,7.18,39.89,21.419,21.025000000000002
07//02,183,-,6.759,9.078,8.2556,8.419,7.09,9.02,8.391666666666667,8.504000000000001,3.395,8.343,6.8124,7.204000000000001,4.571,12.781,9.89495,10.206,0.734,3.364,1.44295,1.3205,-6.213,37.439,29.9193,33.324,0.0,112.881,90.3847,95.51050000000001,0.29184027777777777,1.1636414176511467,0.6303685292158907,0.5591840277777778,9.41,20.1,12.676111111111112,11.5,9.41,39.44,21.49375,20.060000000000002
07//03,184,-,7.017,8.891,8.2696,8.52,7.039000000000001,9.369,8.376777777777779,8.5405,3.605,7.912,6.7547500000000005,7.179,5.556,11.731,9.989700000000001,10.815000000000001,0.8320000000000001,3.705,1.51495,1.262,-6.172,37.652,29.71075,33.4135,0.0,112.074,90.2064,98.62899999999999,0.2588194444444445,0.9053819444444444,0.6033763888888889,0.5667013888888889,6.08,19.47,12.48,12.535,6.08,37.11,21.473,21.735
07//04,185,-,6.572,8.808,8.11075,8.503499999999999,6.694,9.203,8.210944444444445,8.525500000000001,3.815,7.871,6.65395,7.296,5.372,11.973,9.6595,10.584,0.776,2.924,1.4568,1.2075,-6.239,37.794000000000004,29.29735,32.786,0.0,113.47,89.43685,96.951,0.33649305555555553,1.0121875,0.6272712650084936,0.6496180555555555,7.68,19.68,13.051111111111112,14.004999999999999,7.68,37.22,21.91825,21.925
07//05,186,-,4.891,8.924,8.09505,8.4905,5.002,9.148,8.196777777777777,8.461500000000001,1.828,8.039,6.7642500000000005,7.4350000000000005,2.0100000000000002,12.111,9.98785,11.061,0.781,3.063,1.33065,1.0695000000000001,-6.2250000000000005,36.801,28.6387,33.510000000000005,0.0,110.44200000000001,88.5638,99.4745,0.3785763888888889,1.0935763888888888,0.68944375,0.7314444444444446,7.38,20.12,12.676111111111112,11.97,7.38,35.72,21.54925,22.200000000000003
07//06,187,-,6.505,8.882,8.3476,8.5495,6.6080000000000005,9.376,8.47488888888889,8.6085,2.535,7.906000000000001,6.89515,7.509,4.1290000000000004,12.019,10.3516,11.2085,0.807,3.97,1.4524000000000001,1.046,-6.205,38.206,29.60585,34.1285,0.0,114.949,90.3081,98.958,0.39437500000000003,0.932576388888889,0.6616715277777778,0.70875,7.0200000000000005,17.080000000000002,11.902777777777779,11.95,7.0200000000000005,36.72,21.294,19.735
07//07,188,-,6.333,8.653,8.086500000000001,8.379000000000001,6.471,8.997,8.2095,8.48,3.015,7.738,6.60045,7.211,4.363,11.747,9.76215,10.6125,0.892,3.52,1.48595,1.299,13.061,35.784,29.12075,32.031,0.0,108.406,87.97365,96.2305,0.33937500000000004,1.0873888888888887,0.6744784722222222,0.6952777777777779,7.88,16.73,12.615,12.445,7.88,37.22,21.57725,21.145000000000003
07//08,189,-,2.716,8.815,7.8321000000000005,8.498999999999999,2.592,9.246,7.906166666666667,8.5785,0.203,8.036,6.3531,7.3375,0.433,12.342,9.39045,10.6355,0.779,3.6870000000000003,1.479,1.1705,-5.938,37.439,28.47145,32.0295,0.0,112.276,85.515,100.0895,0.22451388888888887,0.8657291666666667,0.5592506944444444,0.5480555555555555,7.95,17.72,12.346666666666668,12.3,7.95,36.94,21.32475,20.695
07//09,190,-,3.057,8.732,7.5932,8.418,2.9090000000000003,9.176,7.884833333333334,8.578,0.011,7.9110000000000005,5.9684,7.2780000000000005,0.027,12.062,8.87755,10.8435,0.8170000000000001,3.844,1.6248500000000001,1.1030000000000002,-1.477,36.19,27.1412,33.354,0.0,108.44500000000001,84.9458,99.602,0.2489236111111111,1.0272777777777775,0.5543524305555556,0.4999826388888889,8.24,16.78,13.137777777777778,13.200000000000001,8.24,39.22,22.20125,18.03
07//10,191,-,3.968,8.75,7.84185,8.302,3.829,8.909,8.016555555555556,8.503,0.34400000000000003,7.992,6.3292,7.063000000000001,0.613,12.245000000000001,9.35715,10.4945,0.744,3.624,1.5129000000000001,1.2915,12.423,37.613,29.04825,32.821,0.0,111.535,83.19615,95.5665,0.3081597222222222,0.9561111111111111,0.6417454861111112,0.5672743055555556,8.71,16.36,13.962777777777777,14.165,8.71,40.06,22.67125,19.235
07//11,192,-,4.0520000000000005,8.607,7.51415,8.3565,3.8770000000000002,8.957,7.5455,8.461500000000001,1.272,7.776,5.91385,7.154,2.049,11.851,8.89065,10.572,0.77,3.786,1.6005,1.2189999999999999,-6.192,36.572,23.31595,32.424,0.0,109.42,78.69435,96.85400000000001,0.1761111111111111,0.8939583333333334,0.6023989583333333,0.5992708333333334,10.76,17.52,13.572222222222223,13.43,10.76,38.39,21.93625,18.53
07//12,193,-,3.948,8.735,7.51625,8.2775,3.9450000000000003,9.062,7.567388888888889,8.4205,0.924,7.8950000000000005,5.9462,7.1675,1.356,12.145,8.876,10.365,0.757,3.297,1.57005,1.1165,-6.196,35.837,24.09245,30.5285,0.0,108.56400000000001,79.24000000000001,88.0185,0.23350694444444445,0.938013888888889,0.6049197916666667,0.62203125,9.99,18.04,13.093333333333334,13.175,9.99,38.44,21.9295,20.105
07//13,194,-,4.8340000000000005,8.607,7.842350000000001,8.118500000000001,5.124,9.231,8.004833333333334,8.237,0.582,7.823,6.28275,6.7915,0.745,12.021,9.24605,9.921,0.784,4.252,1.55965,1.2945,-6.2,36.626,27.08805,32.301,0.0,110.70700000000001,86.1524,94.2585,0.3494791666666667,0.9991666666666666,0.6414701388888889,0.595625,10.06,20.01,13.533333333333333,13.125,10.06,37.22,22.16725,20.335
07//14,195,-,7.4510000000000005,8.607,8.22678947368421,8.344,7.948,9.054,8.458058823529411,8.454,5.173,7.755,6.975894736842106,7.3100000000000005,7.4590000000000005,11.857000000000001,10.437526315789475,10.972,0.81,2.437,1.2509473684210526,1.074,-6.026,37.345,28.90436842105263,33.132,62.199,112.22,93.74484210526316,98.668,0.3600347222222222,0.8384305555555557,0.5858359904547404,0.49659722222222225,8.540000000000001,19.77,12.976666666666667,13.010000000000002,8.540000000000001,38.5,22.685,22.72
07//15,196,-,5.773,8.604000000000001,8.0531,8.288,5.737,8.966,8.284833333333333,8.449,3.225,7.673,6.6885,7.2415,5.194,11.771,9.96765,10.921,0.8320000000000001,2.622,1.3646,1.022,-6.055,36.809,28.230555555555554,33.266000000000005,44.730000000000004,112.465,92.5378,99.5985,0.3932291666666667,0.8933680555555555,0.60955,0.5719444444444445,10.290000000000001,17.29,13.645555555555555,13.57,10.290000000000001,37.67,23.17325,21.925
07//16,197,-,5.492,8.626,7.765631578947368,8.266,5.828,9.0,7.939823529411765,8.337,2.324,7.792,6.098684210526316,6.918,3.186,11.715,9.003789473684211,10.31,0.834,3.507,1.6671052631578949,1.266,-5.9350000000000005,38.403,27.52111111111111,31.180999999999997,61.138,113.855,89.25215789473684,92.414,0.38006944444444446,0.9584097222222222,0.6268910115834458,0.603503865834458,10.88,18.28,13.907222222222222,13.86,10.88,37.78,22.8245,20.67
07//17,198,-,3.134,8.754,7.68695,8.276,3.25,8.9,7.811166666666667,8.424,0.269,7.9350000000000005,6.2423,7.1035,0.465,12.116,9.459850000000001,10.717,0.799,3.741,1.44475,1.1219999999999999,-6.053,36.137,27.79378947368421,33.044000000000004,37.509,111.10300000000001,87.25545,95.059,0.13392361111111112,0.951076388888889,0.5844736111111112,0.5734722222222223,7.99,17.71,12.96888888888889,13.41,7.99,37.94,22.018,18.5
07//18,199,-,1.317,8.602,7.49325,8.1705,1.4020000000000001,9.016,7.638,8.343,0.0,7.756,6.0546500000000005,7.085000000000001,0.001,11.942,8.99055,10.266,0.781,3.718,1.4384000000000001,1.1099999999999999,-6.061,36.958,26.981473684210528,32.363,12.871,112.774,85.21985,93.3375,0.14708333333333334,1.0931458333333335,0.6084270833333334,0.5859722222222223,9.790000000000001,18.580000000000002,13.242777777777778,13.405000000000001,9.790000000000001,38.89,22.10925,18.055
07//19,200,-,5.696,8.592,7.8529,8.266,6.073,9.14,8.041111111111112,8.416500000000001,1.87,7.7780000000000005,6.2883000000000004,7.1775,2.3770000000000002,12.07,9.4477,10.8615,0.8130000000000001,3.826,1.56455,1.0705,-6.393,36.065,27.86094736842105,32.401,65.558,109.181,89.74495,94.1865,0.2575694444444444,0.8825416666666668,0.6015631944444444,0.5826041666666667,10.08,16.61,13.337777777777777,12.89,10.08,36.06,22.1025,18.945
07//20,201,-,4.8,8.507,7.72905,8.0455,4.7940000000000005,9.064,7.922666666666667,8.2375,1.92,7.666,6.20495,6.8125,2.729,11.854000000000001,9.27655,10.2405,0.734,4.0,1.5239,1.231,-6.373,34.582,28.086473684210528,32.186,55.983000000000004,105.547,88.32585,93.5375,0.21697916666666664,1.0001041666666668,0.5849538194444445,0.5820729166666667,8.68,16.62,12.715555555555556,12.655000000000001,8.68,37.94,22.274,21.060000000000002
07//21,202,-,2.6390000000000002,8.441,7.401800000000001,7.958,2.59,9.039,7.5697777777777775,8.2665,0.421,7.505,5.90875,6.750500000000001,0.961,11.501,8.87415,10.1725,0.8270000000000001,3.1830000000000003,1.49295,1.1555,-6.378,37.413000000000004,26.568631578947368,31.709,28.538,112.092,84.9015,91.39250000000001,0.04097222222222222,0.9426736111111111,0.5662447916666666,0.5886979166666668,8.77,18.88,13.278333333333334,13.225000000000001,8.77,38.22,22.7385,22.91
07//22,203,-,4.668,8.508000000000001,7.7612000000000005,8.1305,4.6450000000000005,8.88,8.02538888888889,8.3355,1.1500000000000001,7.622,6.4074,7.0555,1.422,11.771,9.5816,10.568999999999999,0.841,3.5180000000000002,1.35355,1.0225,-6.3420000000000005,36.975,26.408263157894737,32.477000000000004,59.963,112.033,89.36135,93.9245,0.26684027777777775,0.9974305555555555,0.5810701388888889,0.5888541666666667,10.06,19.39,14.186111111111112,13.595,10.06,39.56,23.72025,23.805
07//23,204,-,4.557,8.241,7.47265,7.997,4.676,8.803,7.671722222222223,8.229,1.67,7.369,5.90445,6.8475,2.166,11.386000000000001,8.7911,10.0565,0.842,3.803,1.568,1.1655,-6.3740000000000006,35.944,25.951473684210526,32.802,52.938,108.86200000000001,86.5669,94.86699999999999,0.14041666666666666,1.0307569444444447,0.6060236111111111,0.6142152777777778,10.21,20.43,14.26,13.995000000000001,10.21,36.61,23.45275,21.435000000000002
