MM,HH,measurement:,GHI,GHI,GHI,GHI,GHI_Tilt,GHI_Tilt,GHI_Tilt,GHI_Tilt,DrHI_Calc,DrHI_Calc,DrHI_Calc,DrHI_Calc,DNI,DNI,DNI,DNI,DHI,DHI,DHI,DHI,PV_Power,PV_Power,PV_Power,PV_Power,PV_Power.1,PV_Power.1,PV_Power.1,PV_Power.1,Wind_Speed,Wind_Speed,Wind_Speed,Wind_Speed,TEMPERATURE,TEMPERATURE,TEMPERATURE,TEMPERATURE
07,04,-,-0.31,0.02,-0.043000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.01,-0.053,0.0,-262.27,-193.95,-250.8715,-253.725,0.0,0.0,0.0,0.0,0.0,0.09,0.0305,0.025,0.0,16.05,13.7125,14.78
07,05,-,1.21,2.12,1.6480000000000001,1.615,0.0,1.76,1.43625,1.56,0.0,0.01,0.0005,0.0,0.0,0.51,0.131,0.08,1.19,2.1,1.634,1.595,-260.95,-192.72,-249.725,-251.735,0.0,0.0,0.0,0.0,0.0,0.07,0.0285,0.025,0.0,15.41,13.0825,14.1
07,06,-,47.26,63.89,58.1835,58.91,0.0,33.06,25.13125,26.85,17.24,38.92,29.894,29.84,114.5,277.17,207.7535,205.255,24.04,34.58,28.289,27.94,-250.15,-180.24,-230.753,-231.785,2.18,76.8,28.9255,24.775,0.01,0.07,0.028,0.02,0.0,15.93,13.674375,14.855
07,07,-,185.89,232.8,211.0385,212.755,0.0,169.34,141.453125,155.215,113.54,181.8,145.992,146.77,395.89,632.61,506.6365,511.18999999999994,51.0,82.66,65.047,62.99,-74.08,258.85,73.4745,71.61,651.65,1635.69,1233.2215,1344.815,0.01,0.14,0.061,0.06,0.0,19.0,16.411875,17.67
07,08,-,353.77,418.87,386.5895,391.37,0.0,420.69,345.2375,362.245,236.67,354.44,292.502,296.26,512.77,768.76,633.877,639.69,64.43,127.07,94.088,95.78999999999999,432.84,1518.95,1151.4745,1158.78,2494.61,5041.25,4150.2045,4413.9349999999995,0.05,0.33,0.1895,0.175,0.0,21.26,18.725,20.025
07,09,-,513.56,591.74,560.662,570.655,0.0,635.15,538.835625,567.595,365.38,511.45,447.389,457.54499999999996,588.34,824.97,719.513,735.56,78.14,159.69,113.2745,106.825,991.93,2824.13,2265.6345,2443.8050000000003,4783.09,8153.92,7147.856,7553.525,0.18,0.79,0.46950000000000003,0.385,0.0,22.81,20.1225,21.67
07,10,-,661.87,745.2,714.3185,715.265,0.0,814.25,711.259375,748.505,503.41,651.38,587.3935,586.635,667.79,862.67,775.9795,775.23,86.61,182.97,126.906,119.625,1518.33,3806.35,3093.826,3288.505,6410.81,10791.47,9471.0645,9918.895,0.32,1.04,0.7045,0.61,0.0,24.58,21.66,23.365000000000002
07,11,-,791.18,863.73,834.674,837.9300000000001,0.0,951.72,841.11,893.745,597.68,765.36,698.779,707.46,697.95,891.57,814.9515,825.26,94.8,209.55,135.895,131.465,1787.36,4413.05,3640.14,3912.08,7327.0,12381.42,11024.1065,11711.555,0.46,1.27,0.901,0.79,0.0,26.3,23.311875,25.16
07,12,-,843.19,948.53,902.0275,910.44,0.0,1053.75,906.809375,957.265,650.97,846.85,761.5645000000001,766.94,710.91,924.48,831.2040000000001,836.775,101.68,217.22,140.463,144.745,1921.67,4639.85,3894.4230000000002,4212.16,8001.16,13219.62,11718.0625,12497.705,0.67,1.53,1.1055,0.985,0.0,27.98,24.858125,26.905
07,13,-,844.96,950.62,914.8705,920.235,0.0,1033.49,915.989375,967.265,675.67,844.86,771.005,777.4849999999999,727.96,909.49,829.7524999999999,836.885,99.65,215.49,143.8665,145.215,1898.4,4693.5,3933.543,4229.535,7945.13,13061.77,11756.9065,12620.564999999999,0.82,1.72,1.27,1.1349999999999998,0.0,29.64,26.3025,28.485
07,14,-,792.56,919.67,870.036,866.685,0.0,1004.57,876.12875,925.495,632.76,823.3,728.027,726.14,707.75,919.51,813.034,811.11,96.37,203.81,142.0105,144.76,1771.68,4464.89,3741.8095,4058.49,7664.01,12553.98,11148.515,11789.615000000002,0.87,1.82,1.3335,1.2,0.0,31.21,27.59625,29.775
07,15,-,672.13,817.45,768.5225,776.0150000000001,0.0,879.25,770.516875,810.72,539.18,721.59,637.102,633.015,660.7,882.87,779.441,774.175,95.84,189.62,131.419,131.54,1520.91,3938.72,3256.792,3515.9700000000003,6604.18,11216.64,9597.3115,10418.77,0.91,1.78,1.312,1.1949999999999998,0.0,32.24,28.515,30.549999999999997
07,16,-,596.03,678.01,633.9499999999999,627.505,0.0,704.22,620.798125,657.88,443.28,583.46,509.424,499.435,635.17,833.88,727.628,712.67,92.27,164.64,124.525,120.22999999999999,1106.14,3124.22,2574.5009999999997,2755.965,2677.77,8609.75,6288.5295,7186.865,0.84,1.72,1.2715,1.165,0.0,32.73,28.955,30.9
07,17,-,416.6,509.12,469.5835,471.775,0.0,498.72,433.970625,462.88,289.55,428.28,362.9705,360.67,523.62,776.39,657.473,654.0899999999999,80.84,140.68,106.6125,102.19999999999999,625.94,2070.09,1642.2740000000001,1758.115,803.46,4637.9,2841.956,2994.065,0.78,1.6,1.172,1.065,0.0,32.74,28.931875,30.884999999999998
07,18,-,243.59,338.35,298.9255,292.665,0.0,296.68,248.016875,266.28499999999997,151.63,272.56,217.7745,216.95999999999998,399.56,711.26,568.1415,566.465,65.78,112.07,81.1505,76.0,113.93,774.16,584.146,678.5799999999999,253.93,1786.23,1102.6525,1131.725,0.66,1.52,1.089,0.965,0.0,32.0,28.334375,30.165
07,19,-,117.38,158.24,135.793,136.07999999999998,0.0,98.18,85.2825,92.935,62.11,113.61,85.8225,86.405,294.62,540.46,407.072,409.20000000000005,40.24,58.38,49.9735,49.575,-227.32,-71.95,-132.003,-129.05,15.8,316.66,172.8095,176.67000000000002,0.57,1.41,0.95,0.935,0.0,30.62,26.965625,28.740000000000002
07,20,-,18.66,25.07,20.9685,20.625,0.0,14.34,10.694375,10.8,4.15,10.58,6.898,6.635,49.83,123.0,78.4055,73.745,11.05,17.6,14.0655,13.870000000000001,-263.27,-186.2,-250.25,-253.635,0.0,11.09,2.055,0.485,0.55,1.17,0.872,0.89,0.0,28.27,24.826249999999998,26.405
07,21,-,-0.06,0.11,0.047,0.060000000000000005,0.0,0.08,0.02375,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.09,0.035500000000000004,0.055,-264.84,-186.34,-252.1645,-255.87,0.0,0.03,0.0015,0.0,0.35,0.97,0.6905,0.6799999999999999,0.0,26.37,23.06375,24.575
07,22,-,-0.18,0.1,-0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.19,0.06,-0.026,0.0,-264.09,-186.43,-252.2375,-256.405,0.0,0.0,0.0,0.0,0.18,0.53,0.356,0.36,0.0,24.18,21.29125,22.72
07,23,-,-0.13,0.15,0.003999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,0.13,-0.004,0.0,-263.88,-188.37,-251.764,-255.085,0.0,0.0,0.0,0.0,0.07,0.3,0.1515,0.15000000000000002,0.0,21.99,19.271875,20.97
07,24,-,-0.03,0.11,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.08,0.006,0.0,-264.2,-188.79,-251.479,-253.97,0.0,0.0,0.0,0.0,0.03,0.24,0.1125,0.12,0.0,20.35,17.735625,19.265
08,01,-,-0.07,0.08,-0.007500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.06,-0.018,0.0,-266.16,-241.62,-254.1885,-252.645,0.0,0.0,0.0,0.0,0.03,0.16,0.0795,0.07,0.0,18.76,13.645625,16.345
08,02,-,-0.16,0.09,-0.025500000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0.08,-0.0335,0.0,-265.29,-247.08,-254.2895,-252.55,0.0,0.0,0.0,0.0,0.01,0.17,0.061,0.05,0.0,17.76,12.781875,15.34
08,03,-,-0.24,0.08,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.06,-0.0455,0.0,-265.59,-243.87,-253.804,-252.55,0.0,0.0,0.0,0.0,0.0,0.14,0.041,0.03,0.0,16.82,12.05125,14.524999999999999
08,04,-,-0.28,0.05,-0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.03,-0.0545,0.0,-263.32,-244.17,-252.668,-250.77499999999998,0.0,0.0,0.0,0.0,0.0,0.09,0.0315,0.025,0.0,15.98,11.39375,13.7
08,05,-,-0.29,0.08,-0.0195,0.03,0.0,0.05,0.01875,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,0.08,-0.0225,0.025,-262.6,-243.52,-251.1815,-249.875,0.0,0.0,0.0,0.0,0.0,0.08,0.027,0.02,0.0,15.37,10.86875,13.004999999999999
08,06,-,12.03,18.75,14.936,14.245000000000001,0.0,12.79,8.7175,10.58,0.54,6.72,3.3505,3.505,5.33,64.37,31.081,31.53,10.04,12.96,11.58,11.670000000000002,-260.45,-235.38,-248.4815,-249.70499999999998,0.0,7.99,1.6525,0.69,0.0,0.12,0.0245,0.02,0.0,14.92,10.59375,12.665
08,07,-,108.54,155.91,134.2785,139.07,0.0,109.41,77.99875,93.385,35.36,111.72,80.288,87.27,157.02,512.6,365.947,392.425,41.31,73.17,53.991,51.665000000000006,-209.7,-23.05,-110.1905,-112.275,90.95,1005.11,694.317,796.965,0.01,0.15,0.0385,0.03,0.0,16.55,12.38625,15.129999999999999
08,08,-,261.77,347.82,306.0075,310.005,0.0,343.65,255.42875,309.36,121.54,283.5,213.5815,226.55,310.86,726.28,545.3835,577.7950000000001,64.32,140.23,92.4265,87.595,154.52,1051.66,747.052,788.575,391.57,4050.14,3152.7455,3463.465,0.02,0.28,0.099,0.08499999999999999,0.0,19.83,14.89125,18.02
08,09,-,429.24,533.93,480.839,482.39,0.0,568.72,421.22375,516.0799999999999,231.4,459.14,360.7445,371.03,415.43,825.2,646.9745,663.34,74.8,197.84,120.0945,111.05000000000001,600.45,2606.3,1953.636,2092.02,715.97,7641.9,6117.5745,6740.799999999999,0.17,0.55,0.3145,0.30500000000000005,0.0,21.96,16.51,20.03
08,10,-,582.68,693.27,638.1165,634.005,0.0,780.78,571.750625,697.755,346.36,607.07,496.4685,509.46500000000003,497.94,872.32,712.532,729.94,86.2,243.0,141.649,128.73000000000002,1021.26,3680.36,2819.9725,3040.26,964.46,10495.0,8501.9665,9362.725,0.32,0.9,0.581,0.565,0.0,23.45,17.889375,21.84
08,11,-,681.93,811.03,754.95,754.005,0.0,940.26,681.344375,832.175,459.38,711.72,596.636,597.595,575.84,890.62,745.9255,747.5699999999999,91.75,260.38,158.314,151.685,1337.86,4258.46,3383.8615,3609.55,1121.53,12014.32,9988.089,10840.225,0.5,1.15,0.793,0.75,0.0,25.26,19.35875,23.555
08,12,-,757.26,888.89,823.1215,820.24,0.0,1029.2,736.08875,918.345,520.8,790.76,659.6275,672.75,607.43,920.56,767.4175,781.355,95.54,269.27,163.4975,151.585,1540.58,4630.52,3679.814,4002.87,1197.47,13007.69,10740.344,11855.835,0.67,1.4,1.0075,0.95,0.0,27.02,20.764375,25.28
08,13,-,780.08,897.64,839.872,837.49,0.0,1041.77,747.1025,926.365,538.76,799.91,672.774,686.005,619.86,917.51,771.8635,786.985,93.09,271.79,167.0995,155.04,1438.05,4656.47,3724.8605000000002,4057.9750000000004,1206.64,13037.33,10849.1845,11947.335,0.79,1.55,1.1835,1.1,0.0,28.67,22.1275,27.009999999999998
08,14,-,707.25,854.24,788.2485,777.14,0.0,986.4,708.609375,869.88,475.91,749.66,621.87,627.42,570.86,899.29,744.8,749.715,97.47,259.37,166.3775,157.52499999999998,1313.8,4511.23,3464.5009999999997,3678.535,1145.05,12638.16,10130.086,10874.630000000001,0.88,1.61,1.2565,1.14,0.0,30.34,23.3325,28.37
08,15,-,613.27,759.84,688.222,684.515,0.0,862.35,617.475625,755.2249999999999,394.36,660.38,529.8075,521.665,522.65,880.2,704.721,694.805,96.46,258.67,158.4145,146.035,1142.3,3843.06,2974.7255,3133.175,948.63,10728.58,8466.575,9223.545,0.89,1.66,1.259,1.185,0.0,31.63,24.19875,29.335
08,16,-,450.91,608.8,548.261,553.2850000000001,0.0,694.02,482.549375,585.28,270.16,519.53,411.317,423.98,429.8,828.73,654.4225,675.85,88.19,215.8,136.9445,125.53,861.85,2999.3,2222.6005,2331.745,425.9,7427.7,5074.052,6157.73,0.8,1.6,1.1765,1.07,0.0,32.26,24.608125,29.825
08,17,-,328.04,438.45,384.001,389.16499999999996,0.0,473.13,321.350625,399.295,154.88,362.57,273.7315,280.895,330.86,761.55,577.9515,595.94,74.74,173.17,110.269,102.5,474.73,1838.56,1297.156,1362.365,111.24,3397.52,1890.819,1799.9299999999998,0.71,1.41,1.04,0.9299999999999999,0.0,32.2,24.57,29.810000000000002
08,18,-,167.03,247.95,211.876,214.785,0.0,243.39,161.2425,195.57,61.05,188.08,136.0995,142.94,210.24,619.67,453.1855,478.63,51.81,105.99,75.7765,73.4,-42.17,495.13,271.4495,303.515,26.18,1043.29,580.307,569.395,0.51,1.3,0.871,0.815,0.0,31.61,23.946875,29.015
08,19,-,42.76,73.8,60.28,60.17,0.0,52.67,36.8975,44.3,7.16,45.58,27.16,27.765,49.2,294.62,171.3445,178.015,26.55,43.33,33.117,31.645,-245.85,-189.01,-218.159,-220.875,0.03,102.98,48.261,48.385000000000005,0.44,0.97,0.7015,0.68,0.0,29.55,22.32,26.88
08,20,-,1.95,3.75,2.6815,2.595,0.0,3.15,1.79875,2.025,0.0,0.03,0.007,0.0,0.0,2.46,0.3025,0.195,1.94,3.73,2.6655,2.5700000000000003,-266.92,-245.5,-253.614,-253.48000000000002,0.0,6.69,0.5215,0.0,0.43,0.83,0.6325,0.615,0.0,27.06,20.415,24.465
08,21,-,-0.21,0.34,0.051500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22,0.31,0.0415,0.0,-267.69,-244.91,-255.1145,-253.45499999999998,0.0,0.0,0.0,0.0,0.3,0.73,0.451,0.43,0.0,25.2,19.001875,22.665
08,22,-,-0.17,0.29,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.26,0.037,0.0,-267.48,-245.17,-254.3535,-254.015,0.0,0.0,0.0,0.0,0.11,0.34,0.203,0.19,0.0,22.73,17.306875,20.555
08,23,-,-0.1,0.21,0.0315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.18,0.021,0.0,-267.09,-245.67,-254.0005,-252.28,0.0,0.0,0.0,0.0,0.03,0.17,0.0925,0.09,0.0,20.95,15.65,18.465
08,24,-,0.0,0.08,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03,0.03,-0.002,0.0,-267.29,-244.22,-254.5065,-253.49,0.0,0.0,0.0,0.0,0.03,0.16,0.09,0.09,0.0,19.71,14.4875,17.244999999999997
09,01,-,-0.07,0.05,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08,0.03,-0.0105,0.0,-266.68,-237.65,-253.482,-252.94,0.0,0.0,0.0,0.0,0.04,0.51,0.123,0.095,0.0,14.87,11.641874999999999,13.004999999999999
09,02,-,-0.09,0.03,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.01,-0.013000000000000001,0.0,-266.39,-237.93,-253.3085,-251.39,0.0,0.0,0.0,0.0,0.02,0.57,0.1055,0.08,0.0,14.11,10.9625,12.23
09,03,-,-0.1,0.04,-0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0.02,-0.0145,0.0,-266.89,-237.59,-253.692,-252.53,0.0,0.0,0.0,0.0,0.01,0.57,0.082,0.06,0.0,13.35,10.31625,11.45
09,04,-,-0.1,0.05,-0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.03,-0.0175,0.0,-265.24,-236.5,-252.158,-251.63,0.0,0.0,0.0,0.0,0.01,0.56,0.077,0.055,0.0,12.68,9.78125,10.79
09,05,-,-0.11,0.06,-0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.04,-0.0195,0.0,-262.34,-234.77,-250.6115,-249.84,0.0,0.0,0.0,0.0,0.0,0.63,0.0755,0.045,0.0,12.11,9.295,10.22
09,06,-,1.14,2.26,1.561,1.52,0.0,2.1,1.31375,1.48,0.0,0.01,0.001,0.0,0.0,1.33,0.222,0.035,1.13,2.24,1.5475,1.51,-262.46,-235.67,-251.101,-250.55,0.0,0.0,0.0,0.0,0.0,0.58,0.0705,0.045,0.0,11.48,8.89875,9.795
09,07,-,38.93,67.85,56.2115,56.39,0.0,82.22,59.478125,69.295,5.81,35.85,25.5095,25.045,33.41,228.09,154.2755,153.08499999999998,23.72,35.42,30.7025,30.865,-238.19,-179.42,-213.96699999999998,-213.26999999999998,0.0,436.49,243.23499999999999,270.475,0.01,0.63,0.0855,0.05,0.0,12.12,9.489375,10.5
09,08,-,169.63,245.66,217.3155,221.07999999999998,0.0,288.55,225.648125,258.205,70.16,181.46,143.3975,151.155,230.44,587.9,464.2085,490.605,55.27,99.46,73.9185,74.195,87.85,697.69,428.927,439.75,0.0,3001.84,2216.8275,2480.8450000000003,0.03,0.68,0.152,0.11,0.0,15.15,12.34,13.865
09,09,-,314.84,452.04,391.641,396.085,0.0,528.72,410.80875,462.7,168.12,367.87,284.99,293.77,364.43,790.42,607.5699999999999,629.16,81.07,149.54,106.65,104.845,1048.77,2355.97,1873.0465,1936.895,0.0,6839.57,5382.095,5944.12,0.1,0.87,0.314,0.265,0.0,17.97,14.695,16.65
09,10,-,459.15,606.54,538.9165,537.605,0.0,739.61,575.24375,645.675,282.61,507.21,407.4395,410.34000000000003,474.58,841.16,671.787,674.9549999999999,99.33,190.88,131.476,125.775,1653.11,3363.61,2799.0935,2922.95,0.0,9605.92,7857.641,8499.099999999999,0.27,1.03,0.5255,0.455,0.0,20.16,16.271875,18.240000000000002
09,11,-,540.2,715.01,649.379,654.075,0.0,896.13,697.01625,793.855,332.36,606.91,503.5145,516.15,477.6,862.91,713.844,732.095,107.24,224.89,145.8665,140.74,2127.34,4090.39,3420.7515,3597.18,0.0,11559.39,9425.9305,10276.535,0.4,1.12,0.747,0.6950000000000001,0.0,22.11,17.77375,19.865000000000002
09,12,-,621.69,784.38,710.3945,717.35,0.0,973.84,763.48875,863.7950000000001,381.32,669.2,557.602,568.0,506.29,883.15,734.5595,750.55,114.57,240.38,152.794,150.885,2289.12,4418.21,3732.3514999999998,3918.99,0.0,12425.62,10147.884,11029.555,0.54,1.23,0.878,0.815,0.0,23.99,19.245,21.425
09,13,-,631.16,779.22,712.9275,712.24,0.0,968.45,764.36,854.005,373.5,655.73,557.568,568.8299999999999,493.04,860.82,730.1045,746.585,105.56,257.66,155.3585,150.155,2285.72,4355.95,3724.2595,3902.2200000000003,0.0,12231.83,10100.1985,11036.724999999999,0.66,1.39,1.006,0.9450000000000001,0.0,25.89,20.76875,23.415
09,14,-,595.06,724.32,661.7685,661.645,0.0,898.64,712.5675,800.52,360.71,604.12,516.467,530.265,507.47,840.42,718.639,738.835,98.4,238.59,145.3015,139.0,2090.91,4128.26,3432.3965,3576.0950000000003,0.0,11476.16,9312.8075,10334.545,0.73,1.47,1.094,0.995,0.0,27.45,22.00875,24.875
09,15,-,425.97,619.34,552.257,556.0799999999999,0.0,755.79,595.2737500000001,685.9,293.34,511.33,425.8385,436.98,475.68,818.25,678.568,696.56,84.68,180.08,126.4175,120.75,1671.37,3583.62,2812.4235,2944.315,0.0,9963.4,7213.0005,8038.375,0.67,1.55,1.0945,1.0150000000000001,0.0,28.49,22.89125,25.98
09,16,-,343.74,456.23,411.9995,420.055,0.0,544.87,439.490625,508.85,204.66,362.93,304.6495,321.92499999999995,420.99,733.2,614.916,646.165,83.96,149.88,107.35,101.755,1012.51,2467.29,1930.6455,2033.085,0.0,5795.58,3419.96,3707.51,0.65,1.43,1.012,0.965,0.0,29.08,23.259999999999998,26.43
09,17,-,196.88,284.25,251.2355,257.72,0.0,321.21,238.64749999999998,276.29999999999995,97.17,204.98,170.8295,179.39,296.55,612.2,508.9665,530.5350000000001,65.57,106.28,80.4055,78.63,300.67,1130.28,881.4315,919.4100000000001,0.0,1594.79,762.2865,677.415,0.49,1.18,0.8245,0.82,0.0,28.99,23.07875,26.165
09,18,-,62.91,97.42,87.7735,91.74,0.0,99.72,68.498125,83.97,20.1,61.37,48.1915,50.39,111.01,327.0,250.939,264.42,33.94,47.43,39.5815,39.83,-175.47,34.97,-47.7815,-27.865000000000002,0.0,164.77,90.68599999999999,87.85499999999999,0.31,0.81,0.575,0.56,0.0,27.21,21.674375,24.545
09,19,-,3.79,7.65,5.6125,5.72,0.0,6.92,4.354375,4.75,0.0,1.02,0.428,0.425,0.0,9.86,4.1985,4.42,3.72,7.64,5.1735,5.05,-265.46,-238.08,-251.9135,-251.505,0.0,13.86,1.1625,0.0,0.21,0.58,0.3935,0.37,0.0,23.7,19.079375,21.455
09,20,-,-0.09,0.42,0.055499999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.39,0.043000000000000003,0.0,-267.04,-240.98,-253.685,-253.27,0.0,0.0,0.0,0.0,0.2,0.56,0.34600000000000003,0.345,0.0,21.44,17.259375,19.27
09,21,-,-0.07,0.27,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09,0.21,0.0205,0.0,-267.6,-240.89,-254.1475,-253.115,0.0,0.0,0.0,0.0,0.1,0.4,0.2595,0.275,0.0,19.5,15.73,17.68
09,22,-,-0.05,0.13,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.09,0.0034999999999999996,0.0,-267.19,-239.74,-253.9725,-253.60500000000002,0.0,0.0,0.0,0.0,0.05,0.38,0.1575,0.155,0.0,17.81,14.22875,15.835
09,23,-,-0.03,0.03,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.01,-0.0055,0.0,-267.55,-238.06,-253.59550000000002,-252.985,0.0,0.0,0.0,0.0,0.03,0.4,0.129,0.1,0.0,16.62,13.10375,14.59
09,24,-,-0.05,0.03,-0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.01,-0.0105,0.0,-266.88,-237.93,-253.5755,-252.11,0.0,0.0,0.0,0.0,0.04,0.5,0.128,0.1,0.0,15.59,12.2725,13.735
10,01,-,-0.06,0.02,-0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.01,-0.0045,0.0,-272.52,-245.27,-254.888,-253.53500000000003,0.0,0.0,0.0,0.0,0.01,0.38,0.1985,0.2,0.0,10.56,6.978125,8.120000000000001
10,02,-,-0.05,0.03,-0.0005000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.02,-0.0035,0.0,-272.35,-244.03,-254.835,-254.025,0.0,0.0,0.0,0.0,0.01,0.36,0.186,0.165,0.0,10.12,6.61875,7.745
10,03,-,-0.05,0.03,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.01,-0.0035,0.0,-271.52,-246.84,-254.7365,-253.155,0.0,0.0,0.0,0.0,0.01,0.36,0.185,0.17,0.0,10.01,6.296875,7.35
10,04,-,-0.05,0.04,-0.0005000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.02,-0.0025,0.0,-269.71,-244.47,-253.0145,-252.07,0.0,0.0,0.0,0.0,0.01,0.3,0.182,0.2,0.0,9.69,6.0337499999999995,7.074999999999999
10,05,-,-0.05,0.04,-0.0005000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05,0.02,-0.003,0.0,-268.37,-244.52,-251.7375,-250.56,0.0,0.0,0.0,0.0,0.02,0.31,0.179,0.19,0.0,9.41,5.83,6.869999999999999
10,06,-,-0.04,0.07,0.006500000000000001,0.0,0.0,0.01,0.003125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04,0.05,0.005,0.0,-268.72,-245.1,-251.6095,-248.755,0.0,0.0,0.0,0.0,0.02,0.38,0.194,0.185,0.0,9.29,5.67625,6.63
10,07,-,8.31,14.29,10.37,10.04,0.0,20.59,11.390625,12.33,0.1,5.81,1.335,0.885,1.31,57.47,13.7925,8.940000000000001,7.43,11.13,9.0275,8.895,-265.53,-239.07,-247.5445,-246.97,0.0,36.68,14.2425,11.27,0.03,0.4,0.199,0.16999999999999998,0.0,9.11,5.610625,6.455
10,08,-,82.43,137.7,114.514,114.66499999999999,0.0,195.51,123.7775,149.765,25.99,87.65,63.2595,64.415,123.25,436.46,308.717,308.13,38.92,60.41,51.2985,51.730000000000004,-189.88,373.57,-5.507500000000002,-68.77000000000001,0.0,1550.71,983.7055,940.86,0.08,0.46,0.2305,0.18,0.0,11.11,7.069375,8.225
10,09,-,183.85,303.83,262.142,258.52,0.0,408.76,273.469375,326.99,67.27,215.21,166.419,168.54000000000002,178.15,615.16,466.7265,467.66499999999996,80.31,116.58,95.7375,92.93,602.55,1890.36,1269.8665,1232.46,0.0,4841.63,3601.988,3726.12,0.2,0.73,0.3635,0.32,0.0,13.63,8.90875,10.64
10,10,-,295.07,466.0,395.3675,399.46500000000003,0.0,588.04,416.08375,514.375,148.66,365.56,269.9075,264.255,294.0,759.65,555.297,544.095,100.44,169.23,125.46,124.2,1320.65,3048.07,2290.258,2326.67,0.0,8535.51,6461.874,6699.15,0.31,1.01,0.5845,0.56,0.0,15.19,10.236875,12.055
10,11,-,354.11,571.65,484.274,483.615,0.0,736.73,508.65125,631.1199999999999,187.25,462.63,340.422,339.255,313.97,812.02,590.349,579.2950000000001,106.33,194.14,143.852,142.93,1620.29,3751.05,2832.584,2898.51,0.0,10544.59,7960.3885,8229.23,0.44,1.17,0.7755,0.77,0.0,16.75,11.376875,13.385
10,12,-,404.67,618.27,534.2265,533.255,0.0,805.89,562.24375,670.92,210.28,509.47,380.3705,373.13,331.82,826.94,610.9215,606.2950000000001,108.1,199.63,153.8565,151.775,1864.64,4072.59,3118.8885,3096.4049999999997,0.0,11374.1,8635.137999999999,8877.36,0.51,1.28,0.875,0.875,0.0,18.26,12.515,14.955
